      TIME              V(IN)            V(OUT)            I(IIN)           I(R_I2V)        I(R_OUT_LOAD)       I(V_VDD)     
   1.45600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.45800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.46000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.46200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.46400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.46600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.46800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.47000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.47200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.47400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.47600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.47800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.48000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.48200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.48400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.48600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.48800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.49000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.49200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.49400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.49600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.49800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.50000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.50200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.50400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.50600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.50800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.51000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.51200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.51400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.51600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.51800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.52000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.52200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.52400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.52600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.52800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.53000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.53200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.53400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.53600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.53800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.54000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.54200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.54400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.54600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.54800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.55000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.55200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.55400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.55600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.55800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.56000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.56200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.56400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.56600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.56800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.57000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.57200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.57400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.57600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.57800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.58000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.58200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.58400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.58600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.58800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.59000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.59200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.59400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.59600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.59800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.60000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.60200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.60400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.60600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.60800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.61000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.61200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.61400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.61600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.61800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.62000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.62200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.62400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.62600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.62800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.63000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.63200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.63400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.63600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.63800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.64000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.64200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.64400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.64600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.64800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.65000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.65200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.65400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.65600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.65800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.66000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.66200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.66400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.66600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.66800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.67000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.67200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.67400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.67600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.67800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.68000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.68200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.68400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.68600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.68800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.69000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.69200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.69400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.69600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.69800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.70000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.70200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.70400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.70600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.70800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.71000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.71200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.71400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.71600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.71800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.72000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.72200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.72400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.72600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.72800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.73000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.73200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.73400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.73600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.73800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.74000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.74200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.74400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.74600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.74800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.75000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.75200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.75400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.75600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.75800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.76000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.76200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.76400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.76600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.76800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.77000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.77200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.77400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.77600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.77800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.78000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.78200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.78400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.78600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.78800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.79000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.79200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.79400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.79600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.79800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.80000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.80200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.80400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.80600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.80800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.81000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.81200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.81400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.81600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.81800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.82000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.82200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.82400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.82600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.82800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.83000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.83200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.83400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.83600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.83800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.84000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.84200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.84400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.84600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.84800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.85000000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.85200000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.85400000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.85600000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
   1.85800000e-09   -9.99999997e-02   -2.20134231e-07   -3.00000000e-05   -2.99999999e-05   -2.20134231e-07    0.00000000e+00
